SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,CNT_FAM_MEMBERS,DAYS_BIRTH,NAME_INCOME_TYPE,DAYS_EMPLOYED,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,NAME_CONTRACT_TYPE,OCCUPATION_TYPE,ORGANIZATION_TYPE,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,REGION_POPULATION_RELATIVE,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,NAME_TYPE_SUITE,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,TARGET
91,M,Y,N,2,4,-18968,Working,-940,12058600,78033306,17034744,81378946,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Core staff,School,-4367,-5947,15.05412074799497,1,1,0,1,0,1,0.03774618929916477,2,TUESDAY,Unaccompanied,reg oper account,nan,Panel,No,1
92,F,Y,N,2,4,-15300,Working,-656,48336854,206563898,14375848,198487926,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Sales staff,Business Entity Type 3,-1597,-4512,0.7684378922963057,1,1,1,1,0,0,0.04308480651324126,1,THURSDAY,Unaccompanied,org spec account,block of flats,Block,No,1
93,F,N,N,0,1,-12644,Commercial associate,-4493,82963918,241852016,125383985,263672837,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Trade: type 7,-7171,-4936,,1,1,0,1,1,1,0.0637340846944851,2,TUESDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
94,F,N,Y,2,4,-12269,Working,-115,33136841,87570596,19116743,93445116,Secondary / secondary special,Married,House / apartment,Cash loans,nan,XNA,-7432,-6714,,1,1,0,1,0,0,0.020538818206525613,1,WEDNESDAY,"Spouse, partner",reg oper account,nan,Block,nan,1
95,F,N,Y,3,4,-12777,Commercial associate,-1170,27562715,239192366,38576516,261516234,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Core staff,Government,-1761,-3037,,1,1,0,1,1,1,0.059309412501063155,2,SUNDAY,Unaccompanied,nan,block of flats,Wooden,No,1
96,F,N,Y,3,5,-15315,Commercial associate,-531,61257653,447781636,456316156,489873972,Higher education,Single / not married,House / apartment,Cash loans,Sales staff,XNA,-6637,-6916,,1,0,0,1,0,0,0.0668835458276901,2,MONDAY,Unaccompanied,org spec account,block of flats,Block,nan,0
97,F,N,Y,2,4,-9347,Unemployed,365243,12248854,17398537,17730145,17190518,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Medicine,-4541,-3305,,1,1,1,1,0,1,0.08285853063553543,3,WEDNESDAY,Unaccompanied,reg oper account,specific housing,"Stone, brick",No,1
98,M,N,Y,0,1,-19538,Commercial associate,-966,79250906,322728775,52049118,296771538,Higher education,Married,With parents,Cash loans,Laborers,XNA,-1450,-1808,,1,1,0,1,0,0,0.09273653314782652,2,TUESDAY,Family,reg oper account,block of flats,Block,No,0
99,M,Y,N,3,5,-9580,Pensioner,365243,22062115,95013898,11274638,95124389,Secondary / secondary special,Married,House / apartment,Cash loans,Cleaning staff,Self-employed,-6795,-918,13.610982773823954,1,1,1,1,0,0,0.055729427671063675,1,TUESDAY,Unaccompanied,reg oper account,block of flats,Block,No,0
100,M,Y,Y,2,4,-7670,Pensioner,365243,6025806,16973954,1019707,15689109,Lower secondary,Married,House / apartment,Cash loans,nan,Medicine,-2351,-3837,5.656168284528146,1,1,1,1,0,1,0.058643317038593636,3,SATURDAY,Unaccompanied,reg oper account,nan,"Stone, brick",No,0
101,M,N,N,0,2,-18954,State servant,-8084,10645210,11852535,2587419,11829951,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Self-employed,-7217,-7058,,1,1,1,1,0,0,0.009237247015117257,2,MONDAY,Family,org spec account,terraced house,nan,No,1
102,F,N,Y,0,2,-12694,Commercial associate,-47,30825744,19780387,4318077,19973993,Secondary / secondary special,Married,Municipal apartment,Cash loans,Medicine staff,XNA,-8977,-2015,,1,1,0,1,1,0,0.008675091639742949,2,THURSDAY,Unaccompanied,reg oper account,terraced house,"Stone, brick",No,0
103,M,N,Y,0,2,-14918,Working,-2588,47654848,181595497,29287396,184390178,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Core staff,Medicine,-2745,-3443,,1,1,1,1,0,1,0.047089377377146,2,THURSDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
104,F,Y,Y,0,2,-17479,Working,-95,27027314,23157785,2747973,20883937,Secondary / secondary special,Married,House / apartment,Cash loans,High skill tech staff,Business Entity Type 3,-3044,-6575,6.313606982390967,1,1,0,1,0,0,0.032973716200303774,2,THURSDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
105,F,N,Y,2,4,-11456,Pensioner,365243,29273971,63934952,10311314,68491719,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Medicine,-5166,-3064,,1,0,0,1,0,0,0.09023981077188936,2,SUNDAY,Unaccompanied,org spec account,block of flats,nan,Yes,0
106,M,Y,Y,0,2,-15211,Commercial associate,-411,31733206,182161497,29378679,180644097,Higher education,Married,House / apartment,Cash loans,Managers,Trade: type 7,-8142,-2681,3.5159610539073562,1,1,0,1,0,0,0.042982917384350054,3,FRIDAY,Unaccompanied,nan,specific housing,"Stone, brick",nan,1
107,M,Y,N,0,2,-17451,Working,-5306,125188187,579721439,203844525,603799861,Secondary / secondary special,Married,Rented apartment,Cash loans,Medicine staff,Trade: type 7,-8210,-4288,14.834985437881654,1,1,0,1,0,1,0.02205684578799455,2,WEDNESDAY,Unaccompanied,reg oper account,nan,nan,nan,1
108,F,N,N,0,1,-21812,Commercial associate,-2341,42174595,86881815,10309660,80103236,Secondary / secondary special,Married,House / apartment,Cash loans,Accountants,Business Entity Type 3,-3984,-5277,,1,1,0,1,0,0,0.026763916915940156,3,WEDNESDAY,Unaccompanied,nan,block of flats,Panel,nan,0
109,M,Y,Y,1,3,-12370,State servant,-1134,51218049,348093878,75989220,365155489,Higher education,Married,House / apartment,Cash loans,Laborers,Medicine,-3515,-5462,0.2281550089502991,1,1,1,1,0,1,0.06657721241689744,2,FRIDAY,Unaccompanied,nan,block of flats,Panel,No,1
110,M,Y,Y,0,2,-12580,Working,-5554,20432233,103332049,16665207,102120244,Higher education,Civil marriage,House / apartment,Cash loans,Drivers,Other,-1978,-1671,2.5411725042373643,1,1,0,1,0,0,0.006230116101872397,2,FRIDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
111,M,Y,N,0,2,-17079,Commercial associate,-2333,36733480,82537445,9794144,86511486,Incomplete higher,Single / not married,House / apartment,Revolving loans,Laborers,Government,-7179,-370,9.928523530836312,1,1,0,1,0,0,0.008863163448235668,1,FRIDAY,Children,reg oper account,nan,"Stone, brick",No,0
112,M,Y,N,0,1,-15524,Commercial associate,-5543,63493313,634933130,647034674,688982527,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Government,-6825,-6546,12.156931564180562,1,1,0,1,1,0,0.058052344781326294,1,WEDNESDAY,Unaccompanied,reg oper account,block of flats,nan,No,1
113,F,N,Y,2,3,-14009,Working,-2226,35322723,173196519,27932824,181194749,Secondary / secondary special,Married,House / apartment,Cash loans,nan,Government,-1302,-5695,,1,1,0,1,1,1,0.005024169074246032,2,TUESDAY,"Spouse, partner",reg oper account,block of flats,Block,No,0
114,F,N,N,0,2,-21590,Working,-147,6843326,12176242,847407,12455987,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Medicine,-4816,-4038,,1,1,0,1,1,0,0.04583488098348048,2,FRIDAY,Unaccompanied,nan,block of flats,Block,Yes,0
115,F,Y,Y,1,2,-7670,Pensioner,365243,29396655,18887548,9791921,19667828,Higher education,Separated,With parents,Cash loans,Core staff,Trade: type 7,-2262,-6933,1.4279108933027052,1,0,0,1,1,0,0.03077495832558699,2,THURSDAY,"Spouse, partner",reg oper account,block of flats,nan,No,1
116,F,Y,Y,0,2,-8378,State servant,-7176,62806317,249429075,129312180,261409478,Secondary / secondary special,Widow,House / apartment,Cash loans,High skill tech staff,Government,-6478,-6676,3.9460994299765435,1,1,1,1,0,1,0.05639749360502477,2,SATURDAY,Unaccompanied,nan,block of flats,Wooden,Yes,1
117,F,Y,Y,0,2,-7670,State servant,-440,67563407,149776433,52665131,149836477,Secondary / secondary special,Married,With parents,Cash loans,Core staff,Business Entity Type 3,-3817,-3450,7.1897850842696505,1,0,0,1,1,1,0.095595830221591,2,FRIDAY,Unaccompanied,nan,block of flats,nan,nan,0
118,M,N,Y,0,2,-19876,Working,-2874,70237424,237140910,122941594,253068257,Higher education,Married,House / apartment,Cash loans,Accountants,Industry: type 9,-834,-4233,,1,1,1,1,1,1,0.09343506804955887,3,THURSDAY,Unaccompanied,nan,nan,nan,nan,1
119,F,Y,Y,0,1,-16866,Working,-372,40475500,111200377,9539424,112413512,Secondary / secondary special,Separated,House / apartment,Cash loans,Drivers,Trade: type 7,-4216,-5145,13.131879502228115,1,1,1,1,1,0,0.09657942822783722,2,THURSDAY,Unaccompanied,nan,block of flats,Mixed,No,0
120,F,N,Y,0,2,-8602,State servant,-1099,183445311,104940530,9002418,107725617,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,School,-4395,-3639,,1,1,0,1,0,1,0.024205650715887386,2,SUNDAY,Other_B,reg oper account,nan,"Stone, brick",nan,1
121,F,Y,Y,0,2,-14070,Pensioner,365243,25067623,65881627,14382021,64873197,Secondary / secondary special,Separated,House / apartment,Cash loans,Private service staff,Trade: type 7,-3545,-1825,1.74806134599964,1,1,0,1,0,1,0.08312177863515884,2,SATURDAY,Unaccompanied,nan,terraced house,"Stone, brick",No,1
122,F,Y,N,0,1,-14488,Pensioner,365243,5473487,7522406,892631,8203848,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Other,-8122,-5177,12.406235649155558,1,1,0,1,0,0,0.027616927254557125,2,FRIDAY,Unaccompanied,reg oper spec account,terraced house,Panel,No,1
123,M,N,N,2,4,-7670,Working,-2734,41531402,91828387,20046223,92105173,Secondary / secondary special,Separated,House / apartment,Cash loans,Security staff,Industry: type 9,-1544,-4312,,1,0,0,1,0,1,0.07240186468163609,2,SUNDAY,Unaccompanied,nan,block of flats,Panel,No,0
124,M,N,Y,0,2,-15435,Commercial associate,-84,92491052,193237324,31164969,182153795,Secondary / secondary special,Married,House / apartment,Cash loans,Security staff,Business Entity Type 3,-2682,-5064,,1,1,0,1,0,0,0.016792964201069873,2,MONDAY,Unaccompanied,reg oper account,block of flats,nan,nan,0
125,M,Y,Y,3,5,-9448,Pensioner,365243,9533024,33310659,5372283,32101544,Higher education,Married,With parents,Cash loans,nan,Medicine,-3628,-2802,11.374985720954502,1,1,1,1,0,0,0.0903824723992154,2,THURSDAY,Unaccompanied,reg oper spec account,terraced house,nan,Yes,0
126,M,N,Y,2,3,-17707,Commercial associate,-1814,40137374,169377083,36975176,157445957,Secondary / secondary special,Separated,House / apartment,Cash loans,Core staff,Government,-5853,-4738,,1,0,0,1,0,1,0.019572247548896804,2,SUNDAY,Unaccompanied,reg oper account,nan,nan,No,0
127,F,N,Y,2,3,-9582,Commercial associate,-5419,97740513,469374094,75699812,434184229,Secondary / secondary special,Single / not married,With parents,Cash loans,Security staff,Government,-3564,-3330,,1,1,0,1,0,0,0.06723609972506721,2,SUNDAY,"Spouse, partner",org spec account,nan,"Stone, brick",No,1
128,F,N,Y,0,2,-15570,Pensioner,365243,15527836,7763918,666034,8433539,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Security staff,School,-7451,-1031,,1,1,0,1,0,0,0.07343549876988502,2,SATURDAY,Unaccompanied,nan,nan,Wooden,No,0
129,M,N,Y,2,4,-20284,Pensioner,365243,18894548,188945480,13149692,195181178,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Medicine,-8765,-285,,1,1,0,1,0,1,0.029949420893655522,2,THURSDAY,Unaccompanied,reg oper account,block of flats,nan,Yes,1
130,F,N,Y,0,2,-18881,Working,-415,58016482,52205220,11396448,46990798,Higher education,Single / not married,House / apartment,Cash loans,Managers,Government,-6646,-6093,,1,1,0,1,0,0,0.08496375122140226,2,MONDAY,Unaccompanied,nan,block of flats,nan,No,1
131,M,N,Y,0,1,-16832,Working,-493,16827492,55271264,3846612,58725416,Higher education,Single / not married,Municipal apartment,Cash loans,Cooking staff,Industry: type 9,-113,-5893,,1,1,0,1,0,0,0.08763353977441916,2,WEDNESDAY,"Spouse, partner",org spec account,block of flats,"Stone, brick",nan,1
132,M,Y,Y,0,2,-14253,Pensioner,365243,21636128,37021824,5970813,37249544,Secondary / secondary special,Married,House / apartment,Cash loans,Drivers,Industry: type 9,-9051,-683,8.991949377725964,1,1,0,1,0,1,0.02449005926245165,2,SATURDAY,Unaccompanied,org spec account,block of flats,nan,nan,0
133,M,N,N,3,5,-8035,Working,-12091,20271184,85252885,13749432,78594354,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Industry: type 9,-7018,-1430,,1,1,0,1,1,1,0.03451127089392266,2,THURSDAY,Unaccompanied,nan,block of flats,Block,nan,1
134,M,N,Y,0,2,-12685,State servant,-1354,37102008,28505178,14778015,28238897,Secondary / secondary special,Civil marriage,With parents,Cash loans,nan,Self-employed,-6931,-4724,,1,1,0,1,0,0,0.02251211330167573,2,WEDNESDAY,Unaccompanied,reg oper account,block of flats,Panel,nan,1
135,F,Y,Y,3,5,-13619,Pensioner,365243,25115720,251157200,29803077,244414134,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,Self-employed,-4528,-4339,12.15260130028904,1,1,0,1,0,0,0.00707417448030483,2,MONDAY,Unaccompanied,nan,nan,nan,No,1
136,M,Y,Y,0,2,-13304,Pensioner,365243,41165768,102530510,22382506,98845696,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Sales staff,Trade: type 7,-139,-3959,13.898778032292876,1,1,0,1,1,0,0.02493512123259636,2,SUNDAY,Unaccompanied,nan,block of flats,nan,No,1
137,F,Y,Y,3,4,-7888,Working,-314,43803932,217055803,47383485,215457145,Incomplete higher,Married,House / apartment,Cash loans,Cleaning staff,XNA,-4648,-1450,1.3716725052548462,1,1,1,1,0,0,0.06557488774628496,3,MONDAY,Unaccompanied,reg oper account,block of flats,Mixed,No,0
138,F,N,Y,3,5,-16514,Working,-55,25871814,45271018,23469974,46543787,Secondary / secondary special,Married,House / apartment,Cash loans,Sales staff,XNA,-1682,-1617,,1,1,1,1,0,0,0.07767455104520271,1,TUESDAY,Unaccompanied,org spec account,nan,nan,No,0
139,M,N,N,3,4,-9434,Working,-1697,74483352,744833520,261902054,750308255,Incomplete higher,Married,House / apartment,Cash loans,Sales staff,Self-employed,-6155,-3214,,1,0,0,1,1,1,0.0956941436009644,2,THURSDAY,Unaccompanied,reg oper account,nan,Panel,nan,1
140,F,N,Y,1,3,-21386,Commercial associate,-431,68294342,75653261,12201222,72353003,Secondary / secondary special,Married,House / apartment,Revolving loans,Security staff,Industry: type 9,-160,-5116,,1,0,0,1,1,1,0.049255582975355865,2,THURSDAY,Unaccompanied,reg oper account,block of flats,"Stone, brick",No,0
141,F,Y,N,3,5,-15258,Working,-930,11327737,5663868,913458,5917113,Incomplete higher,Married,House / apartment,Cash loans,Laborers,Industry: type 9,-4092,-4635,11.569657757942998,1,0,1,1,0,1,0.01921329123893415,1,FRIDAY,Unaccompanied,nan,block of flats,Wooden,nan,0
142,M,N,Y,4,6,-18902,Working,-480,60040814,593094206,129473022,651068493,Secondary / secondary special,Married,House / apartment,Revolving loans,Sales staff,Trade: type 7,-7588,-2755,,1,1,0,1,0,0,0.02256947940598547,2,TUESDAY,Children,reg oper account,nan,nan,No,1
143,F,N,Y,0,2,-18811,Working,-4568,37757878,48923047,7890221,53482621,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Industry: type 9,-8941,-5267,,1,0,0,1,0,0,0.00011983117629869034,2,THURSDAY,Unaccompanied,nan,nan,"Stone, brick",No,0
144,M,N,Y,1,2,-23717,Commercial associate,-753,46288052,145323194,12466681,159757616,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,XNA,-8946,-4454,,1,1,0,1,0,1,0.09704579678074665,2,WEDNESDAY,"Spouse, partner",nan,terraced house,"Stone, brick",No,1
145,M,N,Y,2,3,-15407,Commercial associate,-1088,96434766,964347660,982727700,961889448,Incomplete higher,Married,House / apartment,Cash loans,Medicine staff,School,-8457,-829,,1,1,0,1,1,1,0.05725366714634098,3,TUESDAY,Unaccompanied,nan,nan,Panel,No,1
146,M,N,Y,0,2,-12900,Working,-488,32125771,77124948,27119056,70081074,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Laborers,Other,-4164,-6590,,1,0,1,1,0,1,0.004636908711438659,2,TUESDAY,Children,reg oper account,block of flats,Block,No,1
147,F,N,N,2,4,-12984,Working,-161,62099263,253906992,89280035,265509417,Higher education,Married,House / apartment,Cash loans,Managers,Business Entity Type 3,-5643,-7127,,1,1,0,1,0,0,0.027131067637488772,2,SATURDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
148,F,N,Y,0,2,-21167,State servant,-1312,93784539,597632449,96385090,617187743,Lower secondary,Married,Rented apartment,Cash loans,Security staff,Other,-432,-4738,,1,1,0,1,0,1,0.02794046032749428,2,MONDAY,Unaccompanied,nan,nan,"Stone, brick",No,0
149,M,N,Y,1,3,-8823,Working,-3708,37696784,128203121,15212972,140177334,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Private service staff,XNA,-4491,-870,,1,1,0,1,0,1,0.06217360017780145,1,FRIDAY,Unaccompanied,nan,block of flats,"Stone, brick",No,1
150,M,N,N,0,2,-10761,Working,-791,47496840,446549718,72018738,435027632,Secondary / secondary special,Married,House / apartment,Cash loans,Low-skill Laborers,Medicine,-7387,-1571,,1,1,1,1,1,0,0.04713979888151202,2,TUESDAY,Unaccompanied,reg oper account,nan,Panel,No,1
151,F,N,Y,0,1,-15648,Working,-2773,55072376,321489127,38148877,353259973,Secondary / secondary special,Married,House / apartment,Cash loans,Managers,Industry: type 9,-862,-1234,,1,1,1,1,0,0,0.06194437103578392,2,TUESDAY,Unaccompanied,reg oper account,nan,Panel,No,1
152,M,Y,Y,0,1,-13940,Working,-60,47929595,77828944,16990131,71068412,Incomplete higher,Married,House / apartment,Cash loans,Core staff,Self-employed,-3180,-2313,2.052011656887721,1,1,0,1,0,1,0.036936003941075324,1,THURSDAY,Unaccompanied,nan,block of flats,nan,nan,0
153,M,Y,Y,2,3,-18851,Working,-490,61920405,369170605,43806906,358758152,Secondary / secondary special,Single / not married,House / apartment,Cash loans,Security staff,Medicine,-4658,-6447,4.1412689174123525,1,1,0,1,1,1,0.08263696039289001,3,THURSDAY,Unaccompanied,org spec account,terraced house,Panel,nan,0
154,F,Y,Y,0,2,-8742,Commercial associate,-257,25228383,81489972,42247063,85403894,Higher education,Married,House / apartment,Cash loans,Sales staff,School,-5019,-398,8.613178928922226,1,1,0,1,0,0,0.08458343381255867,2,SUNDAY,Unaccompanied,nan,nan,"Stone, brick",nan,0
155,F,N,Y,2,4,-14316,State servant,-941,29657630,96165161,15509344,98381202,Secondary / secondary special,Single / not married,House / apartment,Cash loans,nan,Other,-4633,-602,,1,0,1,1,0,1,0.06945259287364107,2,SATURDAY,Unaccompanied,reg oper account,terraced house,Panel,nan,1
156,M,N,Y,2,4,-13790,Working,-4104,17055918,73879229,75287334,69532063,Secondary / secondary special,Civil marriage,House / apartment,Cash loans,Sales staff,Medicine,-5514,-6311,,1,1,0,1,0,0,0.09440194008996325,1,SUNDAY,Family,reg oper account,block of flats,Block,No,1
157,F,Y,Y,1,3,-9910,Pensioner,365243,59921497,415495760,146098678,403633305,Secondary / secondary special,Married,House / apartment,Cash loans,Core staff,Self-employed,-7323,-7160,10.862012931656544,1,1,0,1,0,0,0.008762957590419496,2,SUNDAY,Unaccompanied,reg oper account,nan,nan,No,0
158,F,Y,Y,0,2,-18461,State servant,-1688,15944570,24507433,12705453,22852000,Higher education,Married,House / apartment,Cash loans,Laborers,Government,-7953,-6642,15.87629472208735,1,1,0,1,1,0,0.03232716167070419,1,WEDNESDAY,Unaccompanied,nan,block of flats,Wooden,nan,1
159,M,N,Y,0,2,-14207,Working,-4171,80212028,756758868,122048713,831602092,Secondary / secondary special,Married,House / apartment,Cash loans,Laborers,Trade: type 7,-2415,-2178,,1,1,0,1,1,1,0.035768905144271855,3,SUNDAY,Unaccompanied,nan,block of flats,Wooden,No,1
160,F,N,Y,1,3,-14022,Working,-814,48211708,432997073,152252577,434242978,Higher education,Single / not married,Municipal apartment,Cash loans,Cooking staff,Other,-5918,-948,,1,0,0,1,0,0,0.020877179515274347,3,MONDAY,Unaccompanied,reg oper account,block of flats,Panel,No,1
161,M,N,Y,0,2,-10995,Working,-831,21467061,42975081,22279685,46131589,Secondary / secondary special,Separated,House / apartment,Cash loans,nan,School,-6503,-5851,,1,1,0,1,1,1,0.0955841803707644,3,MONDAY,Unaccompanied,reg oper spec account,terraced house,"Stone, brick",No,1
